turbine_id,valid_time,nominal_lead_time_hours,raw_predicted_power,predicted_power,prediction_bounded,weather_out_of_training_range,baseline_prediction,wind_speed,temperature,forecast_origin,hours_ahead,model_training_max,model_training_available_at,model_id,weather_model,forecast_contract_compatible,power_normalized,observed_wind_speed,observed_temperature,absolute_error
turbine_1,2026-01-09 01:00:00+00:00,48,0.9851711924101316,0.9851711924101316,False,False,0.9669064191802009,12.78,-3.3,2026-01-07 19:00:00+00:00,30.0,2026-01-07 22:00:00,2026-01-08T00:00:00+05:00,d9ca0c6a5930d42d4dbeb0eca8311454a62a8d0e173a3ec109b6de3a2c3603ba,gfs_seamless,False,0.01,3.3533333333333335,-6.141666666666667,0.9751711924101316
turbine_1,2026-01-09 02:00:00+00:00,48,0.9851711924101316,0.9851711924101316,False,False,0.9669064191802009,12.73,-3.4,2026-01-07 19:00:00+00:00,31.0,2026-01-07 22:00:00,2026-01-08T00:00:00+05:00,d9ca0c6a5930d42d4dbeb0eca8311454a62a8d0e173a3ec109b6de3a2c3603ba,gfs_seamless,False,0.01,2.131666666666667,-7.038333333333334,0.9751711924101316
turbine_1,2026-01-09 03:00:00+00:00,48,0.9851711924101316,0.9851711924101316,False,False,0.9669064191802009,12.73,-2.9,2026-01-07 19:00:00+00:00,32.0,2026-01-07 22:00:00,2026-01-08T00:00:00+05:00,d9ca0c6a5930d42d4dbeb0eca8311454a62a8d0e173a3ec109b6de3a2c3603ba,gfs_seamless,False,0.01,1.345,-7.558333333333334,0.9751711924101316
turbine_2,2026-01-09 00:00:00+00:00,48,0.9849851725001497,0.9849851725001497,False,False,0.9628097193702942,12.71,-3.3,2026-01-07 19:00:00+00:00,29.0,2026-01-07 22:00:00,2026-01-08T00:00:00+05:00,a487cc2b6e1a9315da2330fa57ea18707cd53be4b982cea35204481102efd30d,gfs_seamless,False,0.01,1.9183333333333332,-6.1499999999999995,0.9749851725001497
turbine_2,2026-01-24 01:00:00+00:00,48,0.9931126129922194,0.9931126129922194,False,False,0.9572820512820512,12.22,-9.1,2026-01-22 19:00:00+00:00,30.0,2026-01-22 22:00:00,2026-01-23T00:00:00+05:00,7553fed413e30a3b64372ebdf4f1465419035c476bf003a4342b59b88bcb97fd,gfs_seamless,False,0.018333333333333333,7.079999999999999,-8.366666666666667,0.9747792796588861
turbine_2,2026-01-08 18:00:00+00:00,48,0.9828031350689298,0.9828031350689298,False,False,0.9571649484536083,12.23,-2.5,2026-01-06 19:00:00+00:00,47.0,2026-01-06 22:00:00,2026-01-07T00:00:00+05:00,ec0b7b27834117789496aee15dc76ea2a9eb0edfe946db4462f2710399868ffc,gfs_seamless,False,0.008333333333333333,2.2983333333333333,-2.2216666666666667,0.9744698017355965
turbine_1,2026-01-08 17:00:00+00:00,48,0.9842703766902461,0.9842703766902461,False,False,0.9580129390018484,12.28,-2.1,2026-01-06 19:00:00+00:00,46.0,2026-01-06 22:00:00,2026-01-07T00:00:00+05:00,820ac38a5b83bc33de4123d17a2f4bfc422bf3396b687177f55a1a2de82ef68a,gfs_seamless,False,0.01,1.6816666666666666,-1.3499999999999999,0.9742703766902461
turbine_1,2026-01-22 05:00:00+00:00,24,0.9903238041063308,0.9903238041063308,False,False,0.9770314253647585,13.21,-4.0,2026-01-21 19:00:00+00:00,10.0,2026-01-21 22:00:00,2026-01-22T00:00:00+05:00,50ee351bfafd15d1c5a873c929b2f3e1a1840b5402dd88c11e035c1da20b7cde,gfs_seamless,False,0.016666666666666666,2.9466666666666668,-7.6066666666666665,0.9736571374396641
turbine_2,2026-01-08 23:00:00+00:00,48,0.9829529058311196,0.9829529058311196,False,False,0.9697865853658537,13.24,-3.0,2026-01-07 19:00:00+00:00,28.0,2026-01-07 22:00:00,2026-01-08T00:00:00+05:00,a487cc2b6e1a9315da2330fa57ea18707cd53be4b982cea35204481102efd30d,gfs_seamless,False,0.01,2.23,-5.8500000000000005,0.9729529058311196
turbine_1,2026-01-09 05:00:00+00:00,48,0.9825315766518827,0.9825315766518827,False,False,0.960176170607325,11.95,1.7,2026-01-07 19:00:00+00:00,34.0,2026-01-07 22:00:00,2026-01-08T00:00:00+05:00,d9ca0c6a5930d42d4dbeb0eca8311454a62a8d0e173a3ec109b6de3a2c3603ba,gfs_seamless,False,0.01,0.9316666666666666,-5.34,0.9725315766518827
